[T30.],Tourist/visitor arrivals and tourism expenditure,,,,,,,
Region/Country/Area,,Year,Series,Tourism arrivals series type,Tourism arrivals series type footnote,Value,Footnotes,Source
818,Egypt,1995,Tourist/visitor arrivals (thousands),TF,,"2,871",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
818,Egypt,2005,Tourist/visitor arrivals (thousands),TF,,"8,244",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
818,Egypt,2010,Tourist/visitor arrivals (thousands),TF,,"14,051",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
818,Egypt,2015,Tourist/visitor arrivals (thousands),TF,,"9,139",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
818,Egypt,2016,Tourist/visitor arrivals (thousands),TF,,"5,258",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
818,Egypt,2017,Tourist/visitor arrivals (thousands),TF,,"8,157",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
818,Egypt,1995,Tourism expenditure (millions of US dollars),,,"2,954",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
818,Egypt,2005,Tourism expenditure (millions of US dollars),,,"7,206",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
818,Egypt,2010,Tourism expenditure (millions of US dollars),,,"13,633",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
818,Egypt,2015,Tourism expenditure (millions of US dollars),,,"6,897",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
818,Egypt,2016,Tourism expenditure (millions of US dollars),,,"3,306",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
818,Egypt,2017,Tourism expenditure (millions of US dollars),,,"8,636",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
222,El Salvador,1995,Tourist/visitor arrivals (thousands),TF,,235,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
222,El Salvador,2005,Tourist/visitor arrivals (thousands),TF,,"1,127",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
222,El Salvador,2010,Tourist/visitor arrivals (thousands),TF,,"1,150",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
222,El Salvador,2015,Tourist/visitor arrivals (thousands),TF,,"1,402",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
222,El Salvador,2016,Tourist/visitor arrivals (thousands),TF,,"1,434",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
222,El Salvador,2017,Tourist/visitor arrivals (thousands),TF,,"1,556",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
222,El Salvador,1995,Tourism expenditure (millions of US dollars),,,152,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
222,El Salvador,2005,Tourism expenditure (millions of US dollars),,,656,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
222,El Salvador,2010,Tourism expenditure (millions of US dollars),,,646,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
222,El Salvador,2015,Tourism expenditure (millions of US dollars),,,"1,203",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
222,El Salvador,2016,Tourism expenditure (millions of US dollars),,,"1,161",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
222,El Salvador,2017,Tourism expenditure (millions of US dollars),,,"1,227",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
226,Equatorial Guinea,1995,Tourism expenditure (millions of US dollars),,,1,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
232,Eritrea,1995,Tourist/visitor arrivals (thousands),VF,,315,Including nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
232,Eritrea,2005,Tourist/visitor arrivals (thousands),VF,,83,Including nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
232,Eritrea,2010,Tourist/visitor arrivals (thousands),VF,,84,Including nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
232,Eritrea,2015,Tourist/visitor arrivals (thousands),VF,,114,Including nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
232,Eritrea,2016,Tourist/visitor arrivals (thousands),VF,,142,Including nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
232,Eritrea,1995,Tourism expenditure (millions of US dollars),,,58,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
232,Eritrea,2005,Tourism expenditure (millions of US dollars),,,66,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
232,Eritrea,2016,Tourism expenditure (millions of US dollars),,,48,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
233,Estonia,1995,Tourist/visitor arrivals (thousands),TF,,530,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
233,Estonia,2005,Tourist/visitor arrivals (thousands),TF,,"1,917","Border statistics are not collected any more, surveys used instead.;Calculated on the basis of accommodation statistics and “Foreign Visitor Survey” carried out by the Statistical Office of Estonia.","World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
233,Estonia,2010,Tourist/visitor arrivals (thousands),TF,,"2,511","Border statistics are not collected any more, surveys used instead.;Based on mobile positioning data.","World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
233,Estonia,2015,Tourist/visitor arrivals (thousands),TF,,"2,961","Border statistics are not collected any more, surveys used instead.;Based on mobile positioning data.","World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
233,Estonia,2016,Tourist/visitor arrivals (thousands),TF,,"3,131","Border statistics are not collected any more, surveys used instead.;Based on mobile positioning data.","World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
233,Estonia,2017,Tourist/visitor arrivals (thousands),TF,,"3,245","Border statistics are not collected any more, surveys used instead.;Based on mobile positioning data.","World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
233,Estonia,1995,Tourism expenditure (millions of US dollars),,,452,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
233,Estonia,2005,Tourism expenditure (millions of US dollars),,,"1,229",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
233,Estonia,2015,Tourism expenditure (millions of US dollars),,,"1,885",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
233,Estonia,2016,Tourism expenditure (millions of US dollars),,,"1,942",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
233,Estonia,2017,Tourism expenditure (millions of US dollars),,,"2,144",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
231,Ethiopia,1995,Tourist/visitor arrivals (thousands),TF,,103,Arrivals to Bole airport only.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
231,Ethiopia,2005,Tourist/visitor arrivals (thousands),TF,,227,Including nationals residing abroad.;Arrivals through all ports of entry.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
231,Ethiopia,2010,Tourist/visitor arrivals (thousands),TF,,468,Including nationals residing abroad.;Arrivals through all ports of entry.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
231,Ethiopia,2015,Tourist/visitor arrivals (thousands),TF,,864,Including nationals residing abroad.;Arrivals through all ports of entry.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
231,Ethiopia,2016,Tourist/visitor arrivals (thousands),TF,,871,Including nationals residing abroad.;Arrivals through all ports of entry.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
231,Ethiopia,2017,Tourist/visitor arrivals (thousands),TF,,933,Including nationals residing abroad.;Arrivals through all ports of entry.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
231,Ethiopia,1995,Tourism expenditure (millions of US dollars),,,177,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
231,Ethiopia,2005,Tourism expenditure (millions of US dollars),,,533,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
231,Ethiopia,2010,Tourism expenditure (millions of US dollars),,,"1,434",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
231,Ethiopia,2015,Tourism expenditure (millions of US dollars),,,"2,279",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
231,Ethiopia,2016,Tourism expenditure (millions of US dollars),,,"2,138",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
231,Ethiopia,2017,Tourism expenditure (millions of US dollars),,,"2,503",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
242,Fiji,1995,Tourist/visitor arrivals (thousands),TF,,318,Excluding nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
242,Fiji,2005,Tourist/visitor arrivals (thousands),TF,,545,Excluding nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
242,Fiji,2010,Tourist/visitor arrivals (thousands),TF,,632,Excluding nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
242,Fiji,2015,Tourist/visitor arrivals (thousands),TF,,755,Excluding nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
242,Fiji,2016,Tourist/visitor arrivals (thousands),TF,,792,Excluding nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
242,Fiji,2017,Tourist/visitor arrivals (thousands),TF,,843,Excluding nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
242,Fiji,1995,Tourism expenditure (millions of US dollars),,,369,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
242,Fiji,2005,Tourism expenditure (millions of US dollars),,,722,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
242,Fiji,2010,Tourism expenditure (millions of US dollars),,,825,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
242,Fiji,2015,Tourism expenditure (millions of US dollars),,,"1,038",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
242,Fiji,2016,Tourism expenditure (millions of US dollars),,,"1,049",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
242,Fiji,2017,Tourism expenditure (millions of US dollars),,,"1,188",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
246,Finland,1995,Tourist/visitor arrivals (thousands),TCE,,"1,779",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
246,Finland,2005,Tourist/visitor arrivals (thousands),TCE,,"2,080",Break in the time series.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
246,Finland,2010,Tourist/visitor arrivals (thousands),TCE,,"2,319",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
246,Finland,2015,Tourist/visitor arrivals (thousands),TCE,,"2,622",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
246,Finland,2016,Tourist/visitor arrivals (thousands),TCE,,"2,789",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
246,Finland,2017,Tourist/visitor arrivals (thousands),TCE,,"3,180",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
246,Finland,1995,Tourism expenditure (millions of US dollars),,,"2,383",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
246,Finland,2005,Tourism expenditure (millions of US dollars),,,"3,069",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
246,Finland,2010,Tourism expenditure (millions of US dollars),,,"4,497",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
246,Finland,2015,Tourism expenditure (millions of US dollars),,,"4,009",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
246,Finland,2016,Tourism expenditure (millions of US dollars),,,"4,009",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
246,Finland,2017,Tourism expenditure (millions of US dollars),,,"5,204",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
250,France,1995,Tourist/visitor arrivals (thousands),TF,,"60,033",Estimated based on surveys at national borders.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
250,France,2005,Tourist/visitor arrivals (thousands),TF,,"74,988",Arrivals of non-resident visitors.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
250,France,2010,Tourist/visitor arrivals (thousands),TF,,"76,647",Arrivals of non-resident visitors.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
250,France,2015,Tourist/visitor arrivals (thousands),TF,,"84,452",Arrivals of non-resident visitors.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
250,France,2016,Tourist/visitor arrivals (thousands),TF,,"82,682",Estimate.;Arrivals of non-resident visitors.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
250,France,2017,Tourist/visitor arrivals (thousands),TF,,"86,861",Arrivals of non-resident visitors.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
250,France,1995,Tourism expenditure (millions of US dollars),,,"31,295",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
250,France,2005,Tourism expenditure (millions of US dollars),,,"52,139",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
250,France,2010,Tourism expenditure (millions of US dollars),,,"56,187",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
250,France,2015,Tourism expenditure (millions of US dollars),,,"66,419",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
250,France,2016,Tourism expenditure (millions of US dollars),,,"62,965",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
250,France,2017,Tourism expenditure (millions of US dollars),,,"69,894",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
254,French Guiana,2005,Tourist/visitor arrivals (thousands),TF,,95,Survey at Cayenne-Rochambeau airport on departure.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
254,French Guiana,2010,Tourist/visitor arrivals (thousands),TF,,189,Survey at Cayenne-Rochambeau airport on departure.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
254,French Guiana,2015,Tourist/visitor arrivals (thousands),TF,,199,Survey at Cayenne-Rochambeau airport on departure.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
254,French Guiana,2016,Tourist/visitor arrivals (thousands),TF,,223,Survey at Cayenne-Rochambeau airport on departure.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
254,French Guiana,2017,Tourist/visitor arrivals (thousands),TF,,224,Survey at Cayenne-Rochambeau airport on departure.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
254,French Guiana,2005,Tourism expenditure (millions of US dollars),,,44,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
258,French Polynesia,1995,Tourist/visitor arrivals (thousands),TF,,172,Excluding nationals residing abroad.;Arrivals by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
258,French Polynesia,2005,Tourist/visitor arrivals (thousands),TF,,208,Excluding nationals residing abroad.;Arrivals by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
258,French Polynesia,2010,Tourist/visitor arrivals (thousands),TF,,154,Excluding nationals residing abroad.;Arrivals by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
258,French Polynesia,2015,Tourist/visitor arrivals (thousands),TF,,184,Excluding nationals residing abroad.;Arrivals by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
258,French Polynesia,2016,Tourist/visitor arrivals (thousands),TF,,192,Excluding nationals residing abroad.;Arrivals by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
258,French Polynesia,2017,Tourist/visitor arrivals (thousands),TF,,199,Excluding nationals residing abroad.;Arrivals by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
258,French Polynesia,1995,Tourism expenditure (millions of US dollars),,,326,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
258,French Polynesia,2005,Tourism expenditure (millions of US dollars),,,759,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
258,French Polynesia,2010,Tourism expenditure (millions of US dollars),,,630,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
258,French Polynesia,2015,Tourism expenditure (millions of US dollars),,,758,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
258,French Polynesia,2016,Tourism expenditure (millions of US dollars),,,782,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
266,Gabon,1995,Tourist/visitor arrivals (thousands),TF,,125,Arrivals of non-resident tourists at Libreville airport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
266,Gabon,2005,Tourist/visitor arrivals (thousands),TF,,269,Arrivals of non-resident tourists at Libreville airport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
266,Gabon,1995,Tourism expenditure (millions of US dollars),,,94,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
266,Gabon,2005,Tourism expenditure (millions of US dollars),,,13,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
266,Gabon,2010,Tourism expenditure (millions of US dollars),,,89,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
270,Gambia,1995,Tourist/visitor arrivals (thousands),TF,,45,Including nationals residing abroad.;Charter tourists only.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
270,Gambia,2005,Tourist/visitor arrivals (thousands),TF,,108,Including nationals residing abroad.;Charter tourists only.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
270,Gambia,2010,Tourist/visitor arrivals (thousands),TF,,91,Including nationals residing abroad.;Charter tourists only.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
270,Gambia,2015,Tourist/visitor arrivals (thousands),TF,,135,Including nationals residing abroad.;Charter tourists only.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
270,Gambia,2016,Tourist/visitor arrivals (thousands),TF,,161,Including nationals residing abroad.;Charter tourists only.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
270,Gambia,2017,Tourist/visitor arrivals (thousands),TF,,162,Including nationals residing abroad.;Charter tourists only.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
270,Gambia,2005,Tourism expenditure (millions of US dollars),,,59,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
270,Gambia,2010,Tourism expenditure (millions of US dollars),,,80,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
270,Gambia,2015,Tourism expenditure (millions of US dollars),,,121,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
270,Gambia,2016,Tourism expenditure (millions of US dollars),,,120,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
270,Gambia,2017,Tourism expenditure (millions of US dollars),,,116,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
268,Georgia,2010,Tourist/visitor arrivals (thousands),TF,,"1,067",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
268,Georgia,2015,Tourist/visitor arrivals (thousands),TF,,"3,012",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
268,Georgia,2016,Tourist/visitor arrivals (thousands),TF,,"3,297",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
268,Georgia,2017,Tourist/visitor arrivals (thousands),TF,,"4,069",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
268,Georgia,2005,Tourism expenditure (millions of US dollars),,,287,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
268,Georgia,2010,Tourism expenditure (millions of US dollars),,,737,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
268,Georgia,2015,Tourism expenditure (millions of US dollars),,,"2,049",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
268,Georgia,2016,Tourism expenditure (millions of US dollars),,,"2,315",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
268,Georgia,2017,Tourism expenditure (millions of US dollars),,,"2,971",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
276,Germany,1995,Tourist/visitor arrivals (thousands),TCE,,"14,847",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
276,Germany,2005,Tourist/visitor arrivals (thousands),TCE,,"21,500",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
276,Germany,2010,Tourist/visitor arrivals (thousands),TCE,,"26,875",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
276,Germany,2015,Tourist/visitor arrivals (thousands),TCE,,"34,970",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
276,Germany,2016,Tourist/visitor arrivals (thousands),TCE,,"35,555",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
276,Germany,2017,Tourist/visitor arrivals (thousands),TCE,,"37,452",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
276,Germany,1995,Tourism expenditure (millions of US dollars),,,"24,052",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
276,Germany,2005,Tourism expenditure (millions of US dollars),,,"40,531",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
276,Germany,2010,Tourism expenditure (millions of US dollars),,,"49,126",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
276,Germany,2015,Tourism expenditure (millions of US dollars),,,"50,652",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
276,Germany,2016,Tourism expenditure (millions of US dollars),,,"52,175",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
276,Germany,2017,Tourism expenditure (millions of US dollars),,,"56,173",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
288,Ghana,1995,Tourist/visitor arrivals (thousands),TF,,286,Including nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
288,Ghana,2005,Tourist/visitor arrivals (thousands),TF,,429,Including nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
288,Ghana,2010,Tourist/visitor arrivals (thousands),TF,,931,Including nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
288,Ghana,2015,Tourist/visitor arrivals (thousands),TF,,897,Including nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
288,Ghana,1995,Tourism expenditure (millions of US dollars),,,30,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
288,Ghana,2005,Tourism expenditure (millions of US dollars),,,867,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
288,Ghana,2010,Tourism expenditure (millions of US dollars),,,706,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
288,Ghana,2015,Tourism expenditure (millions of US dollars),,,911,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
288,Ghana,2016,Tourism expenditure (millions of US dollars),,,952,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
288,Ghana,2017,Tourism expenditure (millions of US dollars),,,919,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
300,Greece,1995,Tourist/visitor arrivals (thousands),TF,,"10,130",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
300,Greece,2005,Tourist/visitor arrivals (thousands),TF,,"14,765",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
300,Greece,2010,Tourist/visitor arrivals (thousands),TF,,"15,007",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
300,Greece,2015,Tourist/visitor arrivals (thousands),TF,,"23,599",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
300,Greece,2016,Tourist/visitor arrivals (thousands),TF,,"24,799",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
300,Greece,2017,Tourist/visitor arrivals (thousands),TF,,"27,194",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
300,Greece,1995,Tourism expenditure (millions of US dollars),,,"4,182",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
