[T30.],Tourist/visitor arrivals and tourism expenditure,,,,,,,
Region/Country/Area,,Year,Series,Tourism arrivals series type,Tourism arrivals series type footnote,Value,Footnotes,Source
392,Japan,2015,Tourist/visitor arrivals (thousands),VF,,"19,737",Excluding nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
392,Japan,2016,Tourist/visitor arrivals (thousands),VF,,"24,040",Excluding nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
392,Japan,2017,Tourist/visitor arrivals (thousands),VF,,"28,691",Excluding nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
392,Japan,1995,Tourism expenditure (millions of US dollars),,,"4,894",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
392,Japan,2005,Tourism expenditure (millions of US dollars),,,"15,554",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
392,Japan,2010,Tourism expenditure (millions of US dollars),,,"15,356",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
392,Japan,2015,Tourism expenditure (millions of US dollars),,,"27,285",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
392,Japan,2016,Tourism expenditure (millions of US dollars),,,"33,428",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
392,Japan,2017,Tourism expenditure (millions of US dollars),,,"36,979",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
400,Jordan,1995,Tourist/visitor arrivals (thousands),TF,,"1,075",Including nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
400,Jordan,2005,Tourist/visitor arrivals (thousands),TF,,"2,987",Break in the time series.;Including nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
400,Jordan,2010,Tourist/visitor arrivals (thousands),TF,,"4,207",Break in the time series.;Including nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
400,Jordan,2015,Tourist/visitor arrivals (thousands),TF,,"3,761",Break in the time series.;Including nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
400,Jordan,2016,Tourist/visitor arrivals (thousands),TF,,"3,567",Break in the time series.;Including nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
400,Jordan,2017,Tourist/visitor arrivals (thousands),TF,,"3,844",Break in the time series.;Including nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
400,Jordan,1995,Tourism expenditure (millions of US dollars),,,973,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
400,Jordan,2005,Tourism expenditure (millions of US dollars),,,"1,759",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
400,Jordan,2010,Tourism expenditure (millions of US dollars),,,"4,390",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
400,Jordan,2015,Tourism expenditure (millions of US dollars),,,"4,968",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
400,Jordan,2016,Tourism expenditure (millions of US dollars),,,"4,943",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
400,Jordan,2017,Tourism expenditure (millions of US dollars),,,"5,549",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
398,Kazakhstan,2005,Tourist/visitor arrivals (thousands),TF,,"3,143",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
398,Kazakhstan,2010,Tourist/visitor arrivals (thousands),TF,,"2,991",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
398,Kazakhstan,1995,Tourism expenditure (millions of US dollars),,,155,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
398,Kazakhstan,2005,Tourism expenditure (millions of US dollars),,,801,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
398,Kazakhstan,2010,Tourism expenditure (millions of US dollars),,,"1,236",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
398,Kazakhstan,2015,Tourism expenditure (millions of US dollars),,,"1,734",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
398,Kazakhstan,2016,Tourism expenditure (millions of US dollars),,,"1,716",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
398,Kazakhstan,2017,Tourism expenditure (millions of US dollars),,,"1,990",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
404,Kenya,1995,Tourist/visitor arrivals (thousands),TF,,918,Excluding nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
404,Kenya,2005,Tourist/visitor arrivals (thousands),TF,,"1,399",Excluding nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
404,Kenya,2010,Tourist/visitor arrivals (thousands),TF,,"1,470",Excluding nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
404,Kenya,2015,Tourist/visitor arrivals (thousands),TF,,"1,114",Excluding nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
404,Kenya,2016,Tourist/visitor arrivals (thousands),TF,,"1,268",Excluding nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
404,Kenya,2017,Tourist/visitor arrivals (thousands),TF,,"1,364",Excluding nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
404,Kenya,1995,Tourism expenditure (millions of US dollars),,,785,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
404,Kenya,2005,Tourism expenditure (millions of US dollars),,,969,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
404,Kenya,2010,Tourism expenditure (millions of US dollars),,,"1,620",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
404,Kenya,2015,Tourism expenditure (millions of US dollars),,,"1,596",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
404,Kenya,2016,Tourism expenditure (millions of US dollars),,,"1,471",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
404,Kenya,2017,Tourism expenditure (millions of US dollars),,,"1,564",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
296,Kiribati,1995,Tourist/visitor arrivals (thousands),TF,,4,Air arrivals. Tarawa and Christmas Island.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
296,Kiribati,2005,Tourist/visitor arrivals (thousands),TF,,4,Air arrivals. Tarawa and Christmas Island.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
296,Kiribati,2010,Tourist/visitor arrivals (thousands),TF,,5,Air arrivals. Tarawa and Christmas Island.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
296,Kiribati,2015,Tourist/visitor arrivals (thousands),TF,,4,Air arrivals. Tarawa and Christmas Island.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
296,Kiribati,2016,Tourist/visitor arrivals (thousands),TF,,6,Air arrivals. Tarawa and Christmas Island.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
296,Kiribati,2017,Tourist/visitor arrivals (thousands),TF,,6,Air arrivals. Tarawa and Christmas Island.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
296,Kiribati,1995,Tourism expenditure (millions of US dollars),,,2,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
296,Kiribati,2005,Tourism expenditure (millions of US dollars),,,3,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
296,Kiribati,2010,Tourism expenditure (millions of US dollars),,,4,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
296,Kiribati,2015,Tourism expenditure (millions of US dollars),,,2,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
296,Kiribati,2016,Tourism expenditure (millions of US dollars),,,3,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
414,Kuwait,1995,Tourist/visitor arrivals (thousands),VF,,"1,443",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
414,Kuwait,2005,Tourist/visitor arrivals (thousands),VF,,"3,474",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
414,Kuwait,2010,Tourist/visitor arrivals (thousands),VF,,"5,208",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
414,Kuwait,2015,Tourist/visitor arrivals (thousands),VF,,"6,941",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
414,Kuwait,2016,Tourist/visitor arrivals (thousands),VF,,"7,055",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
414,Kuwait,1995,Tourism expenditure (millions of US dollars),,,307,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
414,Kuwait,2005,Tourism expenditure (millions of US dollars),,,413,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
414,Kuwait,2010,Tourism expenditure (millions of US dollars),,,574,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
414,Kuwait,2015,Tourism expenditure (millions of US dollars),,,931,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
414,Kuwait,2016,Tourism expenditure (millions of US dollars),,,831,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
414,Kuwait,2017,Tourism expenditure (millions of US dollars),,,643,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
417,Kyrgyzstan,2010,Tourist/visitor arrivals (thousands),VF,,"1,224",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
417,Kyrgyzstan,2015,Tourist/visitor arrivals (thousands),VF,,"4,000",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
417,Kyrgyzstan,2016,Tourist/visitor arrivals (thousands),VF,,"3,853",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
417,Kyrgyzstan,2017,Tourist/visitor arrivals (thousands),VF,,"4,568",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
417,Kyrgyzstan,2005,Tourism expenditure (millions of US dollars),,,94,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
417,Kyrgyzstan,2010,Tourism expenditure (millions of US dollars),,,212,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
417,Kyrgyzstan,2015,Tourism expenditure (millions of US dollars),,,482,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
417,Kyrgyzstan,2016,Tourism expenditure (millions of US dollars),,,477,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
417,Kyrgyzstan,2017,Tourism expenditure (millions of US dollars),,,480,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
418,Lao People's Dem. Rep.,1995,Tourist/visitor arrivals (thousands),TF,,60,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
418,Lao People's Dem. Rep.,2005,Tourist/visitor arrivals (thousands),TF,,672,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
418,Lao People's Dem. Rep.,2010,Tourist/visitor arrivals (thousands),TF,,"1,670",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
418,Lao People's Dem. Rep.,2015,Tourist/visitor arrivals (thousands),TF,,"3,543",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
418,Lao People's Dem. Rep.,2016,Tourist/visitor arrivals (thousands),TF,,"3,315",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
418,Lao People's Dem. Rep.,2017,Tourist/visitor arrivals (thousands),TF,,"3,257",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
418,Lao People's Dem. Rep.,1995,Tourism expenditure (millions of US dollars),,,52,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
418,Lao People's Dem. Rep.,2005,Tourism expenditure (millions of US dollars),,,143,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
418,Lao People's Dem. Rep.,2010,Tourism expenditure (millions of US dollars),,,385,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
418,Lao People's Dem. Rep.,2015,Tourism expenditure (millions of US dollars),,,725,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
418,Lao People's Dem. Rep.,2016,Tourism expenditure (millions of US dollars),,,717,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
418,Lao People's Dem. Rep.,2017,Tourism expenditure (millions of US dollars),,,768,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
428,Latvia,1995,Tourist/visitor arrivals (thousands),TF,,539,Non-resident departures. Survey of persons crossing the state border.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
428,Latvia,2005,Tourist/visitor arrivals (thousands),TF,,"1,116",Non-resident departures. Survey of persons crossing the state border.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
428,Latvia,2010,Tourist/visitor arrivals (thousands),TF,,"1,373",Non-resident departures. Survey of persons crossing the state border.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
428,Latvia,2015,Tourist/visitor arrivals (thousands),TF,,"2,024",Non-resident departures. Survey of persons crossing the state border.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
428,Latvia,2016,Tourist/visitor arrivals (thousands),TF,,"1,793",Non-resident departures. Survey of persons crossing the state border.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
428,Latvia,2017,Tourist/visitor arrivals (thousands),TF,,"1,949",Non-resident departures. Survey of persons crossing the state border.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
428,Latvia,1995,Tourism expenditure (millions of US dollars),,,37,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
428,Latvia,2005,Tourism expenditure (millions of US dollars),,,446,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
428,Latvia,2015,Tourism expenditure (millions of US dollars),,,"1,279",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
428,Latvia,2016,Tourism expenditure (millions of US dollars),,,"1,282",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
428,Latvia,2017,Tourism expenditure (millions of US dollars),,,"1,082",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
422,Lebanon,1995,Tourist/visitor arrivals (thousands),TF,,450,"Excluding the Lebanon, Syria and Palestine nationalities.","World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
422,Lebanon,2005,Tourist/visitor arrivals (thousands),TF,,"1,140","Excluding the Lebanon, Syria and Palestine nationalities.","World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
422,Lebanon,2010,Tourist/visitor arrivals (thousands),TF,,"2,168","Excluding the Lebanon, Syria and Palestine nationalities.","World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
422,Lebanon,2015,Tourist/visitor arrivals (thousands),TF,,"1,518","Excluding the Lebanon, Syria and Palestine nationalities.","World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
422,Lebanon,2016,Tourist/visitor arrivals (thousands),TF,,"1,688","Excluding the Lebanon, Syria and Palestine nationalities.","World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
422,Lebanon,2017,Tourist/visitor arrivals (thousands),TF,,"1,857","Excluding the Lebanon, Syria and Palestine nationalities.","World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
422,Lebanon,1995,Tourism expenditure (millions of US dollars),,,710,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
422,Lebanon,2005,Tourism expenditure (millions of US dollars),,,"5,969",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
422,Lebanon,2010,Tourism expenditure (millions of US dollars),,,"8,026",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
422,Lebanon,2015,Tourism expenditure (millions of US dollars),,,"7,087",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
422,Lebanon,2016,Tourism expenditure (millions of US dollars),,,"7,373",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
422,Lebanon,2017,Tourism expenditure (millions of US dollars),,,"8,087",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
426,Lesotho,1995,Tourist/visitor arrivals (thousands),VF,,209,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
426,Lesotho,2005,Tourist/visitor arrivals (thousands),VF,,304,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
426,Lesotho,2010,Tourist/visitor arrivals (thousands),VF,,426,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
426,Lesotho,2015,Tourist/visitor arrivals (thousands),VF,,"1,082",Break in the time series.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
426,Lesotho,2016,Tourist/visitor arrivals (thousands),VF,,"1,196",Break in the time series.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
426,Lesotho,2017,Tourist/visitor arrivals (thousands),VF,,"1,137",Break in the time series.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
426,Lesotho,1995,Tourism expenditure (millions of US dollars),,,29,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
426,Lesotho,2005,Tourism expenditure (millions of US dollars),,,27,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
426,Lesotho,2010,Tourism expenditure (millions of US dollars),,,23,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
426,Lesotho,2015,Tourism expenditure (millions of US dollars),,,34,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
426,Lesotho,2016,Tourism expenditure (millions of US dollars),,,48,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
426,Lesotho,2017,Tourism expenditure (millions of US dollars),,,23,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
430,Liberia,2005,Tourism expenditure (millions of US dollars),,,67,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
434,Libya,2005,Tourist/visitor arrivals (thousands),THS,,81,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
434,Libya,1995,Tourism expenditure (millions of US dollars),,,4,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
434,Libya,2005,Tourism expenditure (millions of US dollars),,,301,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
434,Libya,2010,Tourism expenditure (millions of US dollars),,,170,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
438,Liechtenstein,2010,Tourist/visitor arrivals (thousands),TCE,,64,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
438,Liechtenstein,2015,Tourist/visitor arrivals (thousands),TCE,,57,Excluding long term tourists on campgrounds and in holiday flats.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
438,Liechtenstein,2016,Tourist/visitor arrivals (thousands),TCE,,69,Excluding long term tourists on campgrounds and in holiday flats.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
438,Liechtenstein,2017,Tourist/visitor arrivals (thousands),TCE,,79,Excluding long term tourists on campgrounds and in holiday flats.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
440,Lithuania,1995,Tourist/visitor arrivals (thousands),TF,,650,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
440,Lithuania,2005,Tourist/visitor arrivals (thousands),TF,,"2,000",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
440,Lithuania,2010,Tourist/visitor arrivals (thousands),TF,,"1,507",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
440,Lithuania,2015,Tourist/visitor arrivals (thousands),TF,,"2,071",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
440,Lithuania,2016,Tourist/visitor arrivals (thousands),TF,,"2,296",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
440,Lithuania,2017,Tourist/visitor arrivals (thousands),TF,,"2,523",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
440,Lithuania,1995,Tourism expenditure (millions of US dollars),,,102,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
440,Lithuania,2005,Tourism expenditure (millions of US dollars),,,920,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
440,Lithuania,2010,Tourism expenditure (millions of US dollars),,,958,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
440,Lithuania,2015,Tourism expenditure (millions of US dollars),,,"1,153",Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
440,Lithuania,2016,Tourism expenditure (millions of US dollars),,,"1,210",Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
440,Lithuania,2017,Tourism expenditure (millions of US dollars),,,"1,306",Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
442,Luxembourg,1995,Tourist/visitor arrivals (thousands),TCE,,768,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
442,Luxembourg,2005,Tourist/visitor arrivals (thousands),TCE,,913,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
442,Luxembourg,2010,Tourist/visitor arrivals (thousands),TCE,,805,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
442,Luxembourg,2015,Tourist/visitor arrivals (thousands),TCE,,"1,090",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
442,Luxembourg,2016,Tourist/visitor arrivals (thousands),TCE,,"1,054",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
442,Luxembourg,2017,Tourist/visitor arrivals (thousands),TCE,,"1,046",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
442,Luxembourg,2005,Tourism expenditure (millions of US dollars),,,"3,770",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
442,Luxembourg,2010,Tourism expenditure (millions of US dollars),,,"4,519",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
442,Luxembourg,2015,Tourism expenditure (millions of US dollars),,,"4,760",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
442,Luxembourg,2016,Tourism expenditure (millions of US dollars),,,"4,764",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
442,Luxembourg,2017,Tourism expenditure (millions of US dollars),,,"4,980",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
450,Madagascar,1995,Tourist/visitor arrivals (thousands),TF,,75,Arrivals of non-resident tourists by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
450,Madagascar,2005,Tourist/visitor arrivals (thousands),TF,,277,Arrivals of non-resident tourists by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
450,Madagascar,2010,Tourist/visitor arrivals (thousands),TF,,196,Arrivals of non-resident tourists by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
450,Madagascar,2015,Tourist/visitor arrivals (thousands),TF,,244,Arrivals of non-resident tourists by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
450,Madagascar,2016,Tourist/visitor arrivals (thousands),TF,,293,Arrivals of non-resident tourists by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
450,Madagascar,2017,Tourist/visitor arrivals (thousands),TF,,255,Arrivals of non-resident tourists by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
450,Madagascar,1995,Tourism expenditure (millions of US dollars),,,106,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
450,Madagascar,2005,Tourism expenditure (millions of US dollars),,,275,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
450,Madagascar,2010,Tourism expenditure (millions of US dollars),,,425,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
450,Madagascar,2015,Tourism expenditure (millions of US dollars),,,696,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
