T09,Public expenditure on education,,,,,
Region/Country/Area,,Year,Series,Value,Footnotes,Source
604,Peru,2005,Capital expenditure as % of total expenditure in public institutions (%),9.4352,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
604,Peru,2005,Expenditure by level of education: pre-primary (as % of government expenditure),8.1113,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
604,Peru,2005,Expenditure by level of education: primary (as % of government expenditure),35.5932,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
604,Peru,2005,Expenditure by level of education: secondary (as % of government expenditure),31.3858,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
604,Peru,2005,Expenditure by level of education: tertiary (as % of government expenditure),10.7497,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
604,Peru,2005,Public expenditure on education (% of government expenditure),14.2785,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
604,Peru,2005,Public expenditure on education (% of GDP),2.8390,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
604,Peru,2010,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),14.5128,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
604,Peru,2010,All staff compensation as % of total expenditure in public institutions (%),64.5650,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
604,Peru,2010,Capital expenditure as % of total expenditure in public institutions (%),20.9222,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
604,Peru,2010,Expenditure by level of education: pre-primary (as % of government expenditure),12.0430,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
604,Peru,2010,Expenditure by level of education: primary (as % of government expenditure),39.8604,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
604,Peru,2010,Expenditure by level of education: secondary (as % of government expenditure),34.2154,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
604,Peru,2010,Expenditure by level of education: tertiary (as % of government expenditure),13.8218,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
604,Peru,2010,Public expenditure on education (% of government expenditure),13.5556,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
604,Peru,2010,Public expenditure on education (% of GDP),2.8673,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
604,Peru,2017,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),28.4022,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
604,Peru,2017,All staff compensation as % of total expenditure in public institutions (%),53.5212,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
604,Peru,2017,Capital expenditure as % of total expenditure in public institutions (%),18.0766,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
604,Peru,2017,Expenditure by level of education: pre-primary (as % of government expenditure),16.0056,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
604,Peru,2017,Expenditure by level of education: primary (as % of government expenditure),33.4861,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
604,Peru,2017,Expenditure by level of education: secondary (as % of government expenditure),33.7781,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
604,Peru,2017,Expenditure by level of education: tertiary (as % of government expenditure),16.6690,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
604,Peru,2017,Public expenditure on education (% of government expenditure),18.2358,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
604,Peru,2017,Public expenditure on education (% of GDP),3.9240,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
608,Philippines,2005,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),11.0647,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
608,Philippines,2005,All staff compensation as % of total expenditure in public institutions (%),85.4857,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
608,Philippines,2005,Capital expenditure as % of total expenditure in public institutions (%),3.4496,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
608,Philippines,2005,Expenditure by level of education: pre-primary (as % of government expenditure),0.0667,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
608,Philippines,2005,Expenditure by level of education: primary (as % of government expenditure),51.9941,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
608,Philippines,2005,Expenditure by level of education: secondary (as % of government expenditure),26.7919,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
608,Philippines,2005,Expenditure by level of education: tertiary (as % of government expenditure),13.2800,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
