T22,Major trading partners,,,,,,,
Region/Country/Area,,Year,Series,Major trading partner 1 (% of exports),Major trading partner 1 (% of exports) footnote,Value,Footnotes,Source
762,Tajikistan,2010,Major trading partner 1 (% of imports),China,,43.4,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
762,Tajikistan,2017,Major trading partner 1 (% of imports),China,,51.1,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
762,Tajikistan,2005,Major trading partner 2 (% of exports),Turkey,,6.0,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
762,Tajikistan,2010,Major trading partner 2 (% of exports),Turkey,,23.1,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
762,Tajikistan,2017,Major trading partner 2 (% of exports),Turkey,,18.6,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
762,Tajikistan,2005,Major trading partner 2 (% of imports),Russian Federation,,22.8,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
762,Tajikistan,2010,Major trading partner 2 (% of imports),Russian Federation,,21.2,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
762,Tajikistan,2017,Major trading partner 2 (% of imports),Russian Federation,,19.1,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
762,Tajikistan,2005,Major trading partner 3 (% of exports),Switzerland,,1.1,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
762,Tajikistan,2010,Major trading partner 3 (% of exports),Switzerland,,0.0,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
762,Tajikistan,2017,Major trading partner 3 (% of exports),Switzerland,,14.9,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
762,Tajikistan,2005,Major trading partner 3 (% of imports),Kazakhstan,,14.3,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
762,Tajikistan,2010,Major trading partner 3 (% of imports),Kazakhstan,,8.2,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
762,Tajikistan,2017,Major trading partner 3 (% of imports),Kazakhstan,,12.7,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
764,Thailand,2005,Major trading partner 1 (% of exports),United States,,15.5,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
764,Thailand,2010,Major trading partner 1 (% of exports),United States,,10.4,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
764,Thailand,2017,Major trading partner 1 (% of exports),United States,,11.4,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
764,Thailand,2005,Major trading partner 1 (% of imports),China,,9.4,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
764,Thailand,2010,Major trading partner 1 (% of imports),China,,13.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
764,Thailand,2017,Major trading partner 1 (% of imports),China,,21.6,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
764,Thailand,2005,Major trading partner 2 (% of exports),China,,8.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
764,Thailand,2010,Major trading partner 2 (% of exports),China,,11.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
764,Thailand,2017,Major trading partner 2 (% of exports),China,,11.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
764,Thailand,2005,Major trading partner 2 (% of imports),Japan,,22.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
764,Thailand,2010,Major trading partner 2 (% of imports),Japan,,20.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
764,Thailand,2017,Major trading partner 2 (% of imports),Japan,,15.8,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
764,Thailand,2005,Major trading partner 3 (% of exports),Japan,,13.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
764,Thailand,2010,Major trading partner 3 (% of exports),Japan,,10.5,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
764,Thailand,2017,Major trading partner 3 (% of exports),Japan,,9.5,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
764,Thailand,2005,Major trading partner 3 (% of imports),United States,,7.4,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
764,Thailand,2010,Major trading partner 3 (% of imports),United States,,5.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
764,Thailand,2017,Major trading partner 3 (% of imports),United States,,6.2,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
807,TFYR of Macedonia,2005,Major trading partner 1 (% of exports),Germany,,17.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
807,TFYR of Macedonia,2010,Major trading partner 1 (% of exports),Germany,,21.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
807,TFYR of Macedonia,2017,Major trading partner 1 (% of exports),Germany,,47.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
807,TFYR of Macedonia,2005,Major trading partner 1 (% of imports),Germany,,10.4,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
807,TFYR of Macedonia,2010,Major trading partner 1 (% of imports),Germany,,11.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
807,TFYR of Macedonia,2017,Major trading partner 1 (% of imports),Germany,,11.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
807,TFYR of Macedonia,2010,Major trading partner 2 (% of exports),Serbia,,21.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
807,TFYR of Macedonia,2017,Major trading partner 2 (% of exports),Serbia,,8.4,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
807,TFYR of Macedonia,2005,Major trading partner 2 (% of imports),United Kingdom,,1.4,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
807,TFYR of Macedonia,2010,Major trading partner 2 (% of imports),United Kingdom,,5.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
807,TFYR of Macedonia,2017,Major trading partner 2 (% of imports),United Kingdom,,10.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
807,TFYR of Macedonia,2005,Major trading partner 3 (% of exports),Bulgaria,,3.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
807,TFYR of Macedonia,2010,Major trading partner 3 (% of exports),Bulgaria,,8.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
807,TFYR of Macedonia,2017,Major trading partner 3 (% of exports),Bulgaria,,5.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
807,TFYR of Macedonia,2005,Major trading partner 3 (% of imports),Greece,,9.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
807,TFYR of Macedonia,2010,Major trading partner 3 (% of imports),Greece,,8.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
807,TFYR of Macedonia,2017,Major trading partner 3 (% of imports),Greece,,8.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
626,Timor-Leste,2005,Major trading partner 1 (% of exports),Singapore,,0.4,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
626,Timor-Leste,2017,Major trading partner 1 (% of exports),Singapore,,52.2,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
626,Timor-Leste,2005,Major trading partner 1 (% of imports),Indonesia,,47.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
626,Timor-Leste,2010,Major trading partner 1 (% of imports),Indonesia,,19.3,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
626,Timor-Leste,2017,Major trading partner 1 (% of imports),Indonesia,,36.9,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
626,Timor-Leste,2005,Major trading partner 2 (% of exports),Thailand,,0.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
626,Timor-Leste,2010,Major trading partner 2 (% of exports),Thailand,,0.0,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
626,Timor-Leste,2017,Major trading partner 2 (% of exports),Thailand,,30.7,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
626,Timor-Leste,2005,Major trading partner 2 (% of imports),China,,1.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
626,Timor-Leste,2010,Major trading partner 2 (% of imports),China,,4.7,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
626,Timor-Leste,2017,Major trading partner 2 (% of imports),China,,28.4,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
626,Timor-Leste,2005,Major trading partner 3 (% of exports),United States,,23.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
626,Timor-Leste,2017,Major trading partner 3 (% of exports),United States,,4.0,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
626,Timor-Leste,2005,Major trading partner 3 (% of imports),Viet Nam,,4.5,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
626,Timor-Leste,2010,Major trading partner 3 (% of imports),Viet Nam,,5.8,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
626,Timor-Leste,2017,Major trading partner 3 (% of imports),Viet Nam,,8.8,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
768,Togo,2005,Major trading partner 1 (% of exports),Burkina Faso,,18.8,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
768,Togo,2010,Major trading partner 1 (% of exports),Burkina Faso,,10.5,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
768,Togo,2017,Major trading partner 1 (% of exports),Burkina Faso,,17.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
768,Togo,2005,Major trading partner 1 (% of imports),China,,13.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
768,Togo,2010,Major trading partner 1 (% of imports),China,,15.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
768,Togo,2017,Major trading partner 1 (% of imports),China,,19.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
768,Togo,2005,Major trading partner 2 (% of exports),Benin,,11.6,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
768,Togo,2010,Major trading partner 2 (% of exports),Benin,,5.3,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
768,Togo,2017,Major trading partner 2 (% of exports),Benin,,14.3,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
768,Togo,2005,Major trading partner 2 (% of imports),France,,17.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
768,Togo,2010,Major trading partner 2 (% of imports),France,,13.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
768,Togo,2017,Major trading partner 2 (% of imports),France,,10.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
768,Togo,2005,Major trading partner 3 (% of exports),Ghana,,20.3,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
768,Togo,2010,Major trading partner 3 (% of exports),Ghana,,5.9,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
768,Togo,2017,Major trading partner 3 (% of exports),Ghana,,7.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
768,Togo,2005,Major trading partner 3 (% of imports),Japan,,1.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
768,Togo,2010,Major trading partner 3 (% of imports),Japan,,3.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
768,Togo,2017,Major trading partner 3 (% of imports),Japan,,5.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
772,Tokelau,2010,Major trading partner 1 (% of exports),Indonesia,,0.1,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
772,Tokelau,2017,Major trading partner 1 (% of exports),Indonesia,,70.7,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
772,Tokelau,2010,Major trading partner 1 (% of imports),Nigeria,,0.0,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
772,Tokelau,2017,Major trading partner 1 (% of imports),Nigeria,,69.5,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
772,Tokelau,2005,Major trading partner 2 (% of exports),Bangladesh,,32.4,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
772,Tokelau,2010,Major trading partner 2 (% of exports),Bangladesh,,25.3,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
772,Tokelau,2017,Major trading partner 2 (% of exports),Bangladesh,,6.8,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
772,Tokelau,2005,Major trading partner 2 (% of imports),Germany,,6.0,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
772,Tokelau,2010,Major trading partner 2 (% of imports),Germany,,18.3,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
772,Tokelau,2017,Major trading partner 2 (% of imports),Germany,,9.1,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
772,Tokelau,2005,Major trading partner 3 (% of exports),France,,5.4,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
772,Tokelau,2010,Major trading partner 3 (% of exports),France,,5.8,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
772,Tokelau,2017,Major trading partner 3 (% of exports),France,,5.0,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
772,Tokelau,2005,Major trading partner 3 (% of imports),Samoa,,0.8,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
772,Tokelau,2010,Major trading partner 3 (% of imports),Samoa,,0.1,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
772,Tokelau,2017,Major trading partner 3 (% of imports),Samoa,,6.9,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
776,Tonga,2005,Major trading partner 1 (% of exports),United States,,23.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
776,Tonga,2010,Major trading partner 1 (% of exports),United States,,16.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
776,Tonga,2017,Major trading partner 1 (% of exports),United States,,27.4,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
776,Tonga,2005,Major trading partner 1 (% of imports),New Zealand,,38.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
776,Tonga,2010,Major trading partner 1 (% of imports),New Zealand,,31.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
776,Tonga,2017,Major trading partner 1 (% of imports),New Zealand,,31.7,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
776,Tonga,2005,Major trading partner 2 (% of exports),Republic of Korea,,0.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
776,Tonga,2010,Major trading partner 2 (% of exports),Republic of Korea,,0.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
776,Tonga,2017,Major trading partner 2 (% of exports),Republic of Korea,,20.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
776,Tonga,2005,Major trading partner 2 (% of imports),China,,3.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
776,Tonga,2010,Major trading partner 2 (% of imports),China,,5.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
776,Tonga,2017,Major trading partner 2 (% of imports),China,,20.8,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
776,Tonga,2005,Major trading partner 3 (% of exports),New Zealand,,13.4,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
776,Tonga,2010,Major trading partner 3 (% of exports),New Zealand,,16.5,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
776,Tonga,2017,Major trading partner 3 (% of exports),New Zealand,,17.6,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
776,Tonga,2005,Major trading partner 3 (% of imports),Netherlands,,0.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
776,Tonga,2010,Major trading partner 3 (% of imports),Netherlands,,0.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
776,Tonga,2017,Major trading partner 3 (% of imports),Netherlands,,11.2,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
780,Trinidad and Tobago,2005,Major trading partner 1 (% of exports),United States,,58.6,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
780,Trinidad and Tobago,2010,Major trading partner 1 (% of exports),United States,,48.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
780,Trinidad and Tobago,2017,Major trading partner 1 (% of exports),United States,,41.7,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
780,Trinidad and Tobago,2005,Major trading partner 1 (% of imports),United States,,29.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
780,Trinidad and Tobago,2010,Major trading partner 1 (% of imports),United States,,28.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
780,Trinidad and Tobago,2017,Major trading partner 1 (% of imports),United States,,32.0,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
780,Trinidad and Tobago,2005,Major trading partner 2 (% of exports),Argentina,,0.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
780,Trinidad and Tobago,2010,Major trading partner 2 (% of exports),Argentina,,0.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
780,Trinidad and Tobago,2017,Major trading partner 2 (% of exports),Argentina,,6.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
780,Trinidad and Tobago,2005,Major trading partner 2 (% of imports),Gabon,,2.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
780,Trinidad and Tobago,2010,Major trading partner 2 (% of imports),Gabon,,12.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
780,Trinidad and Tobago,2017,Major trading partner 2 (% of imports),Gabon,,12.5,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
780,Trinidad and Tobago,2005,Major trading partner 3 (% of exports),Colombia,,1.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
780,Trinidad and Tobago,2010,Major trading partner 3 (% of exports),Colombia,,2.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
780,Trinidad and Tobago,2017,Major trading partner 3 (% of exports),Colombia,,4.1,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
780,Trinidad and Tobago,2005,Major trading partner 3 (% of imports),China,,3.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
780,Trinidad and Tobago,2010,Major trading partner 3 (% of imports),China,,5.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
780,Trinidad and Tobago,2017,Major trading partner 3 (% of imports),China,,7.1,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
788,Tunisia,2005,Major trading partner 1 (% of exports),France,,32.9,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
788,Tunisia,2010,Major trading partner 1 (% of exports),France,,28.7,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
788,Tunisia,2017,Major trading partner 1 (% of exports),France,,32.0,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
788,Tunisia,2005,Major trading partner 1 (% of imports),France,,23.5,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
788,Tunisia,2010,Major trading partner 1 (% of imports),France,,18.9,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
788,Tunisia,2017,Major trading partner 1 (% of imports),France,,15.4,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
788,Tunisia,2005,Major trading partner 2 (% of exports),Italy,,24.1,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
788,Tunisia,2010,Major trading partner 2 (% of exports),Italy,,19.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
788,Tunisia,2017,Major trading partner 2 (% of exports),Italy,,17.4,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
788,Tunisia,2005,Major trading partner 2 (% of imports),Italy,,20.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
788,Tunisia,2010,Major trading partner 2 (% of imports),Italy,,17.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
788,Tunisia,2017,Major trading partner 2 (% of imports),Italy,,14.5,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
788,Tunisia,2005,Major trading partner 3 (% of exports),Germany,,8.5,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
788,Tunisia,2010,Major trading partner 3 (% of exports),Germany,,8.5,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
788,Tunisia,2017,Major trading partner 3 (% of exports),Germany,,10.5,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
788,Tunisia,2005,Major trading partner 3 (% of imports),China,,2.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
788,Tunisia,2010,Major trading partner 3 (% of imports),China,,6.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
788,Tunisia,2017,Major trading partner 3 (% of imports),China,,9.3,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
792,Turkey,2005,Major trading partner 1 (% of exports),Germany,,12.9,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
792,Turkey,2010,Major trading partner 1 (% of exports),Germany,,10.1,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
792,Turkey,2017,Major trading partner 1 (% of exports),Germany,,9.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
792,Turkey,2005,Major trading partner 1 (% of imports),China,,5.9,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
792,Turkey,2010,Major trading partner 1 (% of imports),China,,9.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
