T22,Major trading partners,,,,,,,
Region/Country/Area,,Year,Series,Major trading partner 1 (% of exports),Major trading partner 1 (% of exports) footnote,Value,Footnotes,Source
384,Côte d’Ivoire,2005,Major trading partner 1 (% of exports),Netherlands,,11.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
384,Côte d’Ivoire,2010,Major trading partner 1 (% of exports),Netherlands,,14.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
384,Côte d’Ivoire,2017,Major trading partner 1 (% of exports),Netherlands,,12.1,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
384,Côte d’Ivoire,2005,Major trading partner 1 (% of imports),Nigeria,,24.5,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
384,Côte d’Ivoire,2010,Major trading partner 1 (% of imports),Nigeria,,26.3,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
384,Côte d’Ivoire,2017,Major trading partner 1 (% of imports),Nigeria,,15.2,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
384,Côte d’Ivoire,2005,Major trading partner 2 (% of exports),United States,,14.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
384,Côte d’Ivoire,2010,Major trading partner 2 (% of exports),United States,,10.3,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
384,Côte d’Ivoire,2017,Major trading partner 2 (% of exports),United States,,8.1,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
384,Côte d’Ivoire,2005,Major trading partner 2 (% of imports),France,,27.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
384,Côte d’Ivoire,2010,Major trading partner 2 (% of imports),France,,11.9,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
384,Côte d’Ivoire,2017,Major trading partner 2 (% of imports),France,,13.8,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
384,Côte d’Ivoire,2005,Major trading partner 3 (% of exports),Belgium,,2.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
384,Côte d’Ivoire,2010,Major trading partner 3 (% of exports),Belgium,,0.1,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
384,Côte d’Ivoire,2017,Major trading partner 3 (% of exports),Belgium,,6.5,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
384,Côte d’Ivoire,2005,Major trading partner 3 (% of imports),China,,3.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
384,Côte d’Ivoire,2010,Major trading partner 3 (% of imports),China,,7.0,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
384,Côte d’Ivoire,2017,Major trading partner 3 (% of imports),China,,11.7,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
191,Croatia,2005,Major trading partner 1 (% of exports),Italy,,21.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
191,Croatia,2010,Major trading partner 1 (% of exports),Italy,,18.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
191,Croatia,2017,Major trading partner 1 (% of exports),Italy,,13.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
191,Croatia,2005,Major trading partner 1 (% of imports),Germany,,14.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
191,Croatia,2010,Major trading partner 1 (% of imports),Germany,,12.5,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
191,Croatia,2017,Major trading partner 1 (% of imports),Germany,,15.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
191,Croatia,2005,Major trading partner 2 (% of exports),Germany,,10.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
191,Croatia,2010,Major trading partner 2 (% of exports),Germany,,10.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
191,Croatia,2017,Major trading partner 2 (% of exports),Germany,,12.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
191,Croatia,2005,Major trading partner 2 (% of imports),Italy,,16.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
191,Croatia,2010,Major trading partner 2 (% of imports),Italy,,15.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
191,Croatia,2017,Major trading partner 2 (% of imports),Italy,,12.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
191,Croatia,2005,Major trading partner 3 (% of exports),Slovenia,,8.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
191,Croatia,2010,Major trading partner 3 (% of exports),Slovenia,,7.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
191,Croatia,2017,Major trading partner 3 (% of exports),Slovenia,,10.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
191,Croatia,2005,Major trading partner 3 (% of imports),Slovenia,,6.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
191,Croatia,2010,Major trading partner 3 (% of imports),Slovenia,,5.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
191,Croatia,2017,Major trading partner 3 (% of imports),Slovenia,,10.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
192,Cuba,2005,Major trading partner 1 (% of exports),Canada,,20.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
192,Cuba,2010,Major trading partner 1 (% of exports),Canada,,22.7,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
192,Cuba,2017,Major trading partner 1 (% of exports),Canada,,21.6,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
192,Cuba,2005,Major trading partner 1 (% of imports),China,,11.5,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
192,Cuba,2010,Major trading partner 1 (% of imports),China,,18.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
192,Cuba,2017,Major trading partner 1 (% of imports),China,,26.2,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
192,Cuba,2005,Major trading partner 2 (% of exports),China,,4.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
192,Cuba,2010,Major trading partner 2 (% of exports),China,,27.4,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
192,Cuba,2017,Major trading partner 2 (% of exports),China,,16.9,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
192,Cuba,2005,Major trading partner 2 (% of imports),Spain,,8.7,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
192,Cuba,2010,Major trading partner 2 (% of imports),Spain,,13.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
192,Cuba,2017,Major trading partner 2 (% of imports),Spain,,14.0,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
192,Cuba,2005,Major trading partner 3 (% of exports),Spain,,6.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
192,Cuba,2010,Major trading partner 3 (% of exports),Spain,,6.1,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
192,Cuba,2017,Major trading partner 3 (% of exports),Spain,,10.1,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
192,Cuba,2005,Major trading partner 3 (% of imports),Mexico,,3.6,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
192,Cuba,2010,Major trading partner 3 (% of imports),Mexico,,5.4,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
192,Cuba,2017,Major trading partner 3 (% of imports),Mexico,,5.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
196,Cyprus,2005,Major trading partner 1 (% of exports),Libya,,0.5,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
196,Cyprus,2010,Major trading partner 1 (% of exports),Libya,,0.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
196,Cyprus,2017,Major trading partner 1 (% of exports),Libya,,9.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
196,Cyprus,2005,Major trading partner 1 (% of imports),Greece,,17.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
196,Cyprus,2010,Major trading partner 1 (% of imports),Greece,,18.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
196,Cyprus,2017,Major trading partner 1 (% of imports),Greece,,18.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
196,Cyprus,2005,Major trading partner 2 (% of exports),Bunkers,,15.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
196,Cyprus,2010,Major trading partner 2 (% of exports),Bunkers,,0.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
196,Cyprus,2017,Major trading partner 2 (% of exports),Bunkers,,8.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
196,Cyprus,2005,Major trading partner 2 (% of imports),Italy,,10.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
196,Cyprus,2010,Major trading partner 2 (% of imports),Italy,,9.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
196,Cyprus,2017,Major trading partner 2 (% of imports),Italy,,7.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
196,Cyprus,2005,Major trading partner 3 (% of exports),Greece,,11.4,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
196,Cyprus,2010,Major trading partner 3 (% of exports),Greece,,21.5,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
196,Cyprus,2017,Major trading partner 3 (% of exports),Greece,,7.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
196,Cyprus,2005,Major trading partner 3 (% of imports),China,,3.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
196,Cyprus,2010,Major trading partner 3 (% of imports),China,,5.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
196,Cyprus,2017,Major trading partner 3 (% of imports),China,,7.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
203,Czechia,2005,Major trading partner 1 (% of exports),Germany,,33.5,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
203,Czechia,2010,Major trading partner 1 (% of exports),Germany,,33.4,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
203,Czechia,2017,Major trading partner 1 (% of exports),Germany,,32.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
203,Czechia,2005,Major trading partner 1 (% of imports),Germany,,30.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
203,Czechia,2010,Major trading partner 1 (% of imports),Germany,,26.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
203,Czechia,2017,Major trading partner 1 (% of imports),Germany,,25.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
203,Czechia,2005,Major trading partner 2 (% of exports),Slovakia,,8.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
203,Czechia,2010,Major trading partner 2 (% of exports),Slovakia,,8.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
203,Czechia,2017,Major trading partner 2 (% of exports),Slovakia,,7.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
203,Czechia,2005,Major trading partner 2 (% of imports),China,,5.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
203,Czechia,2010,Major trading partner 2 (% of imports),China,,12.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
203,Czechia,2017,Major trading partner 2 (% of imports),China,,12.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
203,Czechia,2005,Major trading partner 3 (% of exports),Poland,,5.5,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
203,Czechia,2010,Major trading partner 3 (% of exports),Poland,,6.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
203,Czechia,2017,Major trading partner 3 (% of exports),Poland,,6.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
203,Czechia,2005,Major trading partner 3 (% of imports),Poland,,5.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
203,Czechia,2010,Major trading partner 3 (% of imports),Poland,,6.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
203,Czechia,2017,Major trading partner 3 (% of imports),Poland,,7.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
408,Dem. People's Rep. Korea,2005,Major trading partner 1 (% of exports),China,,35.0,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
408,Dem. People's Rep. Korea,2010,Major trading partner 1 (% of exports),China,,55.7,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
408,Dem. People's Rep. Korea,2017,Major trading partner 1 (% of exports),China,,92.2,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
408,Dem. People's Rep. Korea,2005,Major trading partner 1 (% of imports),China,,45.0,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
408,Dem. People's Rep. Korea,2010,Major trading partner 1 (% of imports),China,,62.8,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
408,Dem. People's Rep. Korea,2017,Major trading partner 1 (% of imports),China,,91.4,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
408,Dem. People's Rep. Korea,2005,Major trading partner 2 (% of exports),Pakistan,,0.9,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
408,Dem. People's Rep. Korea,2010,Major trading partner 2 (% of exports),Pakistan,,0.9,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
408,Dem. People's Rep. Korea,2017,Major trading partner 2 (% of exports),Pakistan,,0.9,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
408,Dem. People's Rep. Korea,2005,Major trading partner 2 (% of imports),Russian Federation,,9.3,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
408,Dem. People's Rep. Korea,2010,Major trading partner 2 (% of imports),Russian Federation,,1.3,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
408,Dem. People's Rep. Korea,2017,Major trading partner 2 (% of imports),Russian Federation,,2.2,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
408,Dem. People's Rep. Korea,2005,Major trading partner 3 (% of exports),India,,0.6,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
408,Dem. People's Rep. Korea,2010,Major trading partner 3 (% of exports),India,,6.8,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
408,Dem. People's Rep. Korea,2017,Major trading partner 3 (% of exports),India,,0.8,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
408,Dem. People's Rep. Korea,2005,Major trading partner 3 (% of imports),Thailand,,8.6,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
408,Dem. People's Rep. Korea,2010,Major trading partner 3 (% of imports),Thailand,,0.8,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
408,Dem. People's Rep. Korea,2017,Major trading partner 3 (% of imports),Thailand,,1.5,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
180,Dem. Rep. of the Congo,2005,Major trading partner 1 (% of exports),China,,11.6,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
180,Dem. Rep. of the Congo,2010,Major trading partner 1 (% of exports),China,,43.3,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
180,Dem. Rep. of the Congo,2017,Major trading partner 1 (% of exports),China,,37.4,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
180,Dem. Rep. of the Congo,2005,Major trading partner 1 (% of imports),China,,3.1,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
180,Dem. Rep. of the Congo,2010,Major trading partner 1 (% of imports),China,,10.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
180,Dem. Rep. of the Congo,2017,Major trading partner 1 (% of imports),China,,19.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
180,Dem. Rep. of the Congo,2005,Major trading partner 2 (% of exports),Zambia,,1.4,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
180,Dem. Rep. of the Congo,2010,Major trading partner 2 (% of exports),Zambia,,21.9,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
180,Dem. Rep. of the Congo,2017,Major trading partner 2 (% of exports),Zambia,,15.9,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
180,Dem. Rep. of the Congo,2005,Major trading partner 2 (% of imports),South Africa,,17.0,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
180,Dem. Rep. of the Congo,2010,Major trading partner 2 (% of imports),South Africa,,19.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
180,Dem. Rep. of the Congo,2017,Major trading partner 2 (% of imports),South Africa,,16.4,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
180,Dem. Rep. of the Congo,2005,Major trading partner 3 (% of exports),Republic of Korea,,0.0,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
180,Dem. Rep. of the Congo,2010,Major trading partner 3 (% of exports),Republic of Korea,,1.7,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
180,Dem. Rep. of the Congo,2017,Major trading partner 3 (% of exports),Republic of Korea,,9.2,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
180,Dem. Rep. of the Congo,2005,Major trading partner 3 (% of imports),Zambia,,6.0,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
180,Dem. Rep. of the Congo,2010,Major trading partner 3 (% of imports),Zambia,,7.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
180,Dem. Rep. of the Congo,2017,Major trading partner 3 (% of imports),Zambia,,11.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
208,Denmark,2005,Major trading partner 1 (% of exports),Undisclosed,Undisclosed (Special categories).,3.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
208,Denmark,2010,Major trading partner 1 (% of exports),Undisclosed,Undisclosed (Special categories).,1.4,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
208,Denmark,2017,Major trading partner 1 (% of exports),Undisclosed,Undisclosed (Special categories).,15.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
208,Denmark,2005,Major trading partner 1 (% of imports),Germany,,21.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
208,Denmark,2010,Major trading partner 1 (% of imports),Germany,,20.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
208,Denmark,2017,Major trading partner 1 (% of imports),Germany,,21.4,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
208,Denmark,2005,Major trading partner 2 (% of exports),Germany,,17.2,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
208,Denmark,2010,Major trading partner 2 (% of exports),Germany,,19.8,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
208,Denmark,2017,Major trading partner 2 (% of exports),Germany,,14.2,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
208,Denmark,2005,Major trading partner 2 (% of imports),Sweden,,14.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
208,Denmark,2010,Major trading partner 2 (% of imports),Sweden,,13.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
208,Denmark,2017,Major trading partner 2 (% of imports),Sweden,,11.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
208,Denmark,2005,Major trading partner 3 (% of exports),Sweden,,14.8,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
208,Denmark,2010,Major trading partner 3 (% of exports),Sweden,,14.2,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
208,Denmark,2017,Major trading partner 3 (% of exports),Sweden,,10.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
208,Denmark,2005,Major trading partner 3 (% of imports),Netherlands,,6.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
208,Denmark,2010,Major trading partner 3 (% of imports),Netherlands,,7.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
208,Denmark,2017,Major trading partner 3 (% of imports),Netherlands,,7.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
262,Djibouti,2005,Major trading partner 1 (% of exports),United States,,1.0,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
262,Djibouti,2010,Major trading partner 1 (% of exports),United States,,0.4,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
262,Djibouti,2017,Major trading partner 1 (% of exports),United States,,25.3,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
262,Djibouti,2005,Major trading partner 1 (% of imports),China,,11.0,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
262,Djibouti,2010,Major trading partner 1 (% of imports),China,,3.2,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
262,Djibouti,2017,Major trading partner 1 (% of imports),China,,50.6,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
262,Djibouti,2005,Major trading partner 2 (% of exports),Saudi Arabia,,0.1,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
262,Djibouti,2010,Major trading partner 2 (% of exports),Saudi Arabia,,0.8,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
262,Djibouti,2017,Major trading partner 2 (% of exports),Saudi Arabia,,19.9,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
262,Djibouti,2005,Major trading partner 2 (% of imports),Indonesia,,4.2,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
262,Djibouti,2010,Major trading partner 2 (% of imports),Indonesia,,0.2,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
262,Djibouti,2017,Major trading partner 2 (% of imports),Indonesia,,4.5,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018."
